,stopword
13196,장
13197,개
13198,알
13199,개
13200,약간
13201,
13202,봉
13203,개
13204,약간
13205,
13206,
13207,
13208,
13209,약간
13210,
13211,
13212,
13213,
13214,
13215,
13216,
13217,
13218,개
13219,큰술
13220,큰술
13221,컵
13222,개
13223,큰술
13224,개
13225,한컵
13226,다섯줄기
13227,반개
13228,큰술
13229,큰술
13230,반컵
13231,한팩
13232,약간
13233,개
13234,개
13235,개
13236,모
13237,한큰술
13238,한큰술
13239,반큰술
13240,봉지
13241,개
13242,반마리
13243,개
13244,줄
13245,인분
13246,반개
13247,개
13248,개
13249,개
13250,큰술
13251,큰술
13252,개
13253,
13254,큰술
13255,큰술
13256,큰술
13257,큰술
13258,큰술
13259,작은술
13260,한꼬집
13261,장
13262,
13263,개
13264,공기
13265,분량
13266,
13267,
13268,
13269,
13270,
13271,
13272,
13273,
13274,삼계탕과삼계탕속재료
13275,삼계탕육수
13276,
13277,
13278,
13279,
13280,한개
13281,
13282,
13283,
13284,
13285,
13286,한큰술
13287,두개
13288,줄
13289,반개
13290,한개
13291,두개
13292,한컵
13293,두큰술
13294,
13295,한큰술
13296,줌
13297,한줌
13298,스푼
13299,스푼
13300,반모
13301,개
13302,
13303,
13304,
13305,
13306,
13307,
13308,
13309,
13310,
13311,공기
13312,줄
13313,약간
13314,큰술
13315,큰술
13316,개
13317,개
13318,약간
13319,약간
13320,
13321,
13322,
13323,
13324,
13325,
13326,
13327,
13328,
13329,
13330,
13331,
13332,
13333,큰술
13334,반개
13335,반개
13336,반개
13337,한묶음
13338,세큰술
13339,한큰술
13340,반큰술
13341,세큰술
13342,모
13343,모
13344,개
13345,장
13346,개
13347,
13348,
13349,한팩
13350,한개
13351,인분
13352,인분
13353,한개
13354,개
13355,한묶음
13356,큰술
13357,큰술
13358,한큰술
13359,반큰술
13360,한큰술
13361,한큰술
13362,
13363,
13364,
13365,
13366,
13367,
13368,
13369,
13370,
13371,
13372,
13373,
13374,
13375,한마리
13376,반개
13377,반개
13378,개
13379,개
13380,한팩
13381,반개
13382,반개
13383,반묶음
13384,반개
13385,공기
13386,컵
13387,컵
13388,컵
13389,컵
13390,컵
13391,약간
13392,약간
13393,개
13394,약간
13395,약간
13396,약간
13397,숟가락
13398,인분
13399,
13400,두작은술
13401,큰술
13402,약간
13403,약간
13404,캔
13405,공기
13406,개
13407,줌
13408,적당량
13409,적당량
13410,줌
13411,약간
13412,
13413,
13414,
13415,
13416,
13417,
13418,
13419,
13420,
13421,
13422,
13423,
13424,
13425,줌
13426,개
13427,개
13428,약간
13429,줌
13430,조각
13431,
13432,개
13433,
13434,
13435,
13436,
13437,
13438,
13439,
13440,
13441,
13442,
13443,
13444,
13445,
13446,
13447,
13448,개
13449,개
13450,통
13451,개
13452,약간
13453,약간
13454,약간
13455,
13456,
13457,
13458,
13459,
13460,
13461,
13462,
13463,
13464,
13465,
13466,
13467,
13468,
13469,
13470,
13471,
13472,
13473,두큰술
13474,두큰술
13475,큰술
13476,두큰술
13477,두큰술
13478,반큰술
13479,한꼬집
13480,한컵
13481,한컵
13482,한컵
13483,장
13484,쪽
13485,
13486,
13487,조각
13488,
13489,약간
13490,
13491,
13492,
13493,
13494,
13495,
13496,
13497,
13498,
13499,
13500,
13501,
13502,
13503,
13504,
13505,
13506,
13507,
13508,
13509,
13510,
13511,
13512,큰술
13513,큰술
13514,한큰술
13515,한큰술
13516,한큰술
13517,한꼬집
13518,한큰술
13519,한컵
13520,반개
13521,반개
13522,한개
13523,
13524,
13525,
13526,
13527,
13528,
13529,
13530,
13531,
13532,
13533,
13534,
13535,
13536,
13537,
13538,
13539,
13540,
13541,
13542,
13543,
13544,
13545,
13546,
13547,
13548,
13549,
13550,한줌
13551,
13552,
13553,
13554,
13555,
13556,
13557,
13558,
13559,
13560,
13561,개
13562,장
13563,개
13564,
13565,
13566,장
13567,개
13568,
13569,개
13570,반개
13571,반작은술
13572,반작은술
13573,한컵
13574,
13575,
13576,
13577,
13578,
13579,큰술
13580,덩어리
13581,반큰술
13582,한큰술
13583,인분
13584,개
13585,한개
13586,한개
13587,
13588,
13589,
13590,
13591,개
13592,큰술
13593,개
13594,컵
13595,캔
13596,
13597,개
13598,개
13599,장
13600,숟가락
13601,숟가락
13602,숟가락
13603,숟가락
13604,숟가락
13605,숟가락
13606,
13607,
13608,
13609,
13610,
13611,
13612,
13613,
13614,
13615,
13616,
13617,큰술
13618,큰술
13619,큰술
13620,큰술
13621,큰술
13622,큰술
13623,큰술
13624,
13625,
13626,컵
13627,컵
13628,컵
13629,큰술
13630,적당량
13631,
13632,
13633,
13634,
13635,
13636,
13637,
13638,
13639,
13640,
13641,
13642,
13643,
13644,
13645,
13646,
13647,
13648,
13649,
13650,
13651,알
13652,개
13653,한컵
13654,한컵
13655,큰술
13656,큰술
13657,큰술
13658,반큰술
13659,큰술
13660,반큰술
13661,약간
13662,넉넉히
13663,
13664,개
13665,개
13666,모
13667,
13668,개
13669,개
13670,마리
13671,장
13672,컵
13673,컵
13674,큰술
13675,큰술
13676,약간
13677,
13678,공기
13679,개
13680,개
13681,큰술
13682,큰술
13683,큰술
13684,큰술
13685,큰술
13686,큰술
13687,약간
13688,개
13689,장
13690,컵
13691,큰술
13692,큰술
13693,작은술
13694,큰술
13695,작은술
13696,작은술
13697,공기
13698,컵
13699,큰술
13700,큰술
13701,꼬집
13702,꼬집
13703,큰술
13704,장
13705,
13706,
13707,
13708,
13709,
13710,
13711,
13712,개
13713,장
13714,약간
13715,약간
13716,약간
13717,약간
13718,한공기
13719,
13720,
13721,
13722,
13723,
13724,공기
13725,캔
13726,줄
13727,숟가락
13728,개
13729,개
13730,한팩
13731,한줌
13732,반개
13733,한개
13734,반큰술
13735,반큰술
13736,한큰술
13737,한큰술
13738,두컵
13739,두큰술
13740,반큰술
13741,반큰술
13742,반큰술
13743,인분
13744,인분
13745,개
13746,주먹
13747,장
13748,개
13749,개
13750,개
13751,공기
13752,조각
13753,약간
13754,개
13755,큰술
13756,약간
13757,약간
13758,약간
13759,큰술
13760,적당량
13761,캔
13762,스푼
13763,대
13764,개
13765,개
13766,스푼
13767,꼬집
13768,취향껏
13769,한줌
13770,알
13771,반개
13772,반개
13773,반큰술
13774,
13775,두큰술
13776,한개
13777,
13778,
13779,
13780,
13781,
13782,
13783,
13784,
13785,
13786,
13787,
13788,
13789,
13790,
13791,
13792,
13793,개
13794,반개
13795,반개
13796,반개
13797,큰술
13798,한큰술
13799,한큰술
13800,반큰술
13801,한큰술
13802,개
13803,개
13804,개
13805,개
13806,개
13807,숟가락
13808,숟가락
13809,숟가락
13810,숟가락
13811,숟가락
13812,
13813,
13814,
13815,
13816,
13817,
13818,
13819,
13820,
13821,한캔
13822,한줌
13823,반개
13824,한줌
13825,개
13826,
13827,
13828,한모
13829,취향껏
13830,한개
13831,개
13832,스푼
13833,한스푼
13834,스푼
13835,한스푼
13836,한스푼
13837,개
13838,개
13839,장
13840,약간
13841,공기
13842,
13843,큰술
13844,작은술
13845,장
13846,작은술
13847,큰술
13848,큰술
13849,약간
13850,약간
13851,컵
13852,컵
13853,컵
13854,꼬집
13855,컵
13856,
13857,
13858,
13859,
13860,
13861,한팩
13862,한큰술
13863,한컵
13864,
13865,한개
13866,한개
13867,반개
13868,두개
13869,
13870,적당량
13871,쪽
13872,줌
13873,장
13874,
13875,
13876,
13877,
13878,
13879,
13880,
13881,
13882,
13883,
13884,
13885,
13886,
13887,
13888,
13889,
13890,
13891,
13892,인분
13893,인분
13894,한컵
13895,반줌
13896,반줌
13897,반줌
13898,
13899,개
13900,한큰술
13901,반큰술
13902,약간
13903,반큰술
13904,반큰술
13905,반봉지
13906,한모
13907,한큰술
13908,약간
13909,반큰술
13910,반큰술
13911,
13912,
13913,
13914,
13915,
13916,
13917,
13918,
13919,
13920,개
13921,한줌
13922,개
13923,반모
13924,캔
13925,
13926,
13927,개
13928,한봉지
13929,한마리
13930,한줌
13931,한봉지
13932,개
13933,한줌
13934,반스푼
13935,두큰술
13936,한큰술
13937,반큰술
13938,한컵
13939,개
13940,약개
13941,한큰술
13942,약간
13943,반큰술
13944,한큰술
13945,
13946,
13947,
13948,
13949,
13950,
13951,
13952,두개
13953,마리
13954,두장
13955,약간
13956,두작은술
13957,한작은술
13958,
13959,
13960,
13961,
13962,
13963,
13964,
13965,
13966,
13967,
13968,
13969,
13970,
13971,
13972,
13973,
13974,단
13975,큰술
13976,큰술
13977,큰술
13978,큰술
13979,큰술
13980,큰술
13981,큰술
13982,큰술
13983,큰술
13984,큰술
13985,약간
13986,약간
13987,두개
13988,반개
13989,반줌
13990,한장
13991,마리
13992,반줌
13993,컵
13994,한컵
13995,한작은술
13996,한큰술
13997,큰술
13998,한작은술
13999,반큰술
14000,한작은술
14001,팩
14002,봉지
14003,컵
14004,큰술
14005,큰술
14006,큰술
14007,큰술
14008,장
14009,약간
14010,약간
14011,약간
14012,주먹
14013,봉지
14014,개
14015,스푼
14016,스푼
14017,
14018,
14019,
14020,
14021,
14022,
14023,
14024,
14025,
14026,
14027,
14028,
14029,
14030,
14031,
14032,
14033,
14034,
14035,
14036,
14037,
14038,
14039,모
14040,컵
14041,캔
14042,큰술
14043,큰술
14044,큰술
14045,큰술
14046,반근
14047,줄기
14048,알
14049,개
14050,
14051,
14052,
14053,
14054,
14055,공기
14056,개
14057,개
14058,쪽
14059,약간
14060,큰술
14061,약간
14062,약간
14063,
14064,개
14065,줌
14066,개
14067,약간
14068,약간
14069,큰술
14070,작은술
14071,큰술
14072,큰술
14073,큰술
14074,작은술
14075,작은술
14076,약간
14077,모
14078,
14079,
14080,
14081,줌
14082,줌
14083,개
14084,
14085,
14086,
14087,
14088,약간
14089,개
14090,줌
14091,줌
14092,
14093,개
14094,줌
14095,장
14096,마리
14097,줌
14098,큰술
14099,큰술
14100,큰술
14101,큰술
14102,큰술
14103,큰술
14104,큰술
14105,그릇
14106,줌
14107,큰술
14108,큰술
14109,큰술
14110,찻수저
14111,큰술
14112,큰술
14113,큰술
14114,캔
14115,개
14116,공기
14117,큰술
14118,큰술
14119,큰술
14120,큰술
14121,큰술
14122,개
14123,
14124,
14125,
14126,
14127,
14128,
14129,
14130,
14131,
14132,패키지
14133,알
14134,
14135,개
14136,장
14137,
14138,
14139,
14140,
14141,인분
14142,
14143,마리
14144,한줌
14145,개
14146,
14147,
14148,
14149,
14150,
14151,
14152,
14153,
14154,단
14155,
14156,
14157,
14158,
14159,
14160,
14161,
14162,
14163,
14164,
14165,컵
14166,장
14167,
14168,컵
14169,
14170,
14171,
14172,
14173,
14174,
14175,
14176,
14177,
14178,
14179,
14180,
14181,
14182,
14183,
14184,
14185,
14186,인분
14187,반팩
14188,한팩
14189,반개
14190,반개
14191,개
14192,반큰술
14193,반큰술
14194,반큰술
14195,약간
14196,한줌
14197,반줌
14198,반줌
14199,반큰술
14200,한큰술
14201,한큰술
14202,개
14203,줄기
14204,반개
14205,개
14206,개
14207,반개
14208,한개
14209,반큰술
14210,큰술
14211,반큰술
14212,반큰술
14213,반큰술
14214,알
14215,개
14216,
14217,약간
14218,약간
14219,약간
14220,약간
14221,인분
14222,한큰술
14223,반큰술
14224,반큰술
14225,약간
14226,약간
14227,줄
14228,인분
14229,한팩
14230,한줌
14231,반큰술
14232,반큰술
14233,반큰술
14234,반큰술
14235,큰술
14236,
14237,
14238,
14239,
14240,
14241,
14242,
14243,
14244,
14245,
14246,개
14247,스푼
14248,숟가락
14249,숟가락
14250,숟가락
14251,숟가락
14252,숟가락
14253,숟가락
14254,
14255,
14256,
14257,
14258,컵
14259,줌
14260,큰술
14261,큰술
14262,큰술
14263,큰술
14264,큰술
14265,컵
14266,한줌
14267,
14268,
14269,
14270,
14271,
14272,약간
14273,
14274,팩
14275,개
14276,스푼
14277,스푼
14278,스푼
14279,장
14280,개
14281,스푼
14282,포기
14283,한모
14284,한봉
14285,개
14286,봉
14287,큰술
14288,개
14289,
14290,
14291,
14292,
14293,
14294,
14295,
14296,한봉지
14297,한팩
14298,개
14299,개
14300,한개
14301,반개
14302,한개
14303,반큰술
14304,한컵
14305,반줌
14306,줄기
14307,한큰술
14308,인분
14309,조각
14310,약간
14311,개
14312,줌
14313,줌
14314,개
14315,개
14316,봉지
14317,
14318,개
14319,개
14320,장
14321,숟가락
14322,숟가락
14323,숟가락
14324,숟가락
14325,숟가락
14326,인분
14327,컵
14328,장
14329,반개
14330,개
14331,한컵
14332,
14333,한묶음
14334,컵
14335,
14336,
14337,
14338,
14339,
14340,
14341,
14342,약간
14343,마리
14344,개
14345,뿌리
14346,개
14347,개
14348,개
14349,두줌
14350,장
14351,마리
14352,한조각
14353,개
14354,
14355,
14356,
14357,
14358,
14359,
14360,
14361,
14362,
14363,약간
14364,한팩
14365,개
14366,반개
14367,개
14368,반스푼
14369,한스푼
14370,한스푼
14371,반스푼
14372,개
14373,반개
14374,개
14375,약간
14376,개
14377,개
14378,약간
14379,약간
14380,약간
14381,큰술
14382,큰술
14383,반큰술
14384,약간
14385,장
14386,컵
14387,개
14388,
14389,큰술
14390,큰술
14391,큰술
14392,큰술
14393,큰술
14394,큰술
14395,작은술
14396,반개
14397,반개
14398,한개
14399,한개
14400,한마리
14401,약가
14402,스푼
14403,반스푼
14404,한스푼
14405,반스푼
14406,큰술
14407,큰술
14408,큰술
14409,큰술
14410,큰술
14411,컵
14412,컵
14413,장
14414,반개
14415,큰술
14416,반컵
14417,
14418,
14419,개
14420,큰술
14421,큰술
14422,작은술
14423,큰술
14424,작은술
14425,큰술
14426,작은술
14427,
14428,
14429,
14430,
14431,
14432,
14433,
14434,
14435,
14436,
14437,
14438,
14439,
14440,
14441,
14442,줌
14443,토막
14444,
14445,큰술
14446,큰술
14447,마리
14448,
14449,컵
14450,큰술
14451,큰술
14452,
14453,개
14454,개
14455,통
14456,스푼
14457,봉지
14458,개
14459,개
14460,개
14461,조금
14462,약간
14463,스푼
14464,개
14465,포기
14466,개
14467,두줌
14468,한줌
14469,컵
14470,한줌
14471,장
14472,
14473,
14474,
14475,
14476,
14477,
14478,약간
14479,
14480,
14481,장
14482,공기
14483,큰술
14484,큰술
14485,
14486,개
14487,큰술
14488,큰술
14489,큰술
14490,큰술
14491,큰술
14492,큰술
14493,큰술
14494,
14495,
14496,개
14497,
14498,개
14499,
14500,
14501,
14502,
14503,인분
14504,장
14505,개
14506,
14507,개
14508,
14509,
14510,
14511,
14512,
14513,
14514,
14515,
14516,
14517,
14518,
14519,
14520,
14521,
14522,
14523,
14524,뿌리
14525,개
14526,개
14527,
14528,
14529,
14530,
14531,
14532,
14533,
14534,
14535,
14536,
14537,
14538,
14539,
14540,
14541,
14542,묶음
14543,큰술
14544,큰술
14545,약간
14546,개
14547,개
14548,개
14549,개
14550,개
14551,큰술
14552,큰술
14553,약간
14554,약간
14555,약간
14556,원두께로한묶음
14557,개
14558,
14559,채썬것한주먹
14560,스푼
14561,스푼
14562,스푼
14563,스푼
14564,스푼
14565,스푼
14566,스푼
14567,약간
14568,한주먹
14569,
14570,개
14571,스푼
14572,스푼
14573,스푼
14574,스푼
14575,스푼
14576,스푼
14577,스푼
14578,한주먹
14579,스푼
14580,스푼
14581,
14582,봉
14583,공기
14584,
14585,캔
14586,개
14587,큰술
14588,작은술
14589,작은술
14590,큰술
14591,장
14592,마리
14593,개
14594,장
14595,개
14596,인분
14597,큰술
14598,큰술
14599,큰술
14600,큰술
14601,약간
14602,개
14603,개
14604,반개
14605,한줌
14606,숟가락
14607,숟가락
14608,숟가락
14609,줌
14610,개
14611,개
14612,개
14613,컵
14614,컵
14615,약간
14616,모
14617,줌
14618,줌
14619,공기
14620,개
14621,개
14622,개
14623,약간
14624,약간
14625,큰술
14626,큰술
14627,큰술
14628,큰술
14629,개
14630,개
14631,
14632,대
14633,줄기
14634,개
14635,모
14636,큰술
14637,작은술
14638,작은술
14639,큰술
14640,개
14641,캔
14642,개
14643,스푼
14644,컵
14645,줌
14646,개
14647,큰술
14648,약간
14649,약간
14650,큰술
14651,큰술
14652,큰술
14653,반통
14654,두개
14655,약간
14656,약간
14657,두큰술
14658,두큰술
14659,약간
14660,약간
14661,한큰술
14662,인분
14663,약간
14664,달걀개
14665,반큰술
14666,한줌
14667,한컵
14668,한팩
14669,약간
14670,약간
14671,약간
14672,약간
14673,개
14674,개
14675,개
14676,약간
14677,개
14678,한장
14679,장
14680,개
14681,한줌
14682,한개
14683,한줌
14684,개
14685,뿌리
14686,개
14687,
14688,
14689,
14690,
14691,마리
14692,개
14693,
14694,큰술
14695,
14696,약간
14697,
14698,
14699,
14700,
14701,
14702,
14703,
14704,
14705,
14706,
14707,
14708,
14709,
14710,
14711,
14712,개
14713,
14714,
14715,
14716,
14717,
14718,
14719,뿌리
14720,개
14721,한주먹
14722,
14723,컵
14724,
14725,
14726,
14727,
14728,
14729,
14730,
14731,
14732,
14733,
14734,
14735,
14736,
14737,
14738,
14739,
14740,
14741,
14742,개
14743,개
14744,한큰술
14745,장
14746,모
14747,인분
14748,약간
14749,반스푼
14750,반스푼
14751,반개
14752,개
14753,개
14754,인분
14755,개
14756,한캔
14757,개
14758,토막
14759,줌
14760,약간
14761,
14762,컵
14763,개
14764,개
14765,개
14766,
14767,개
14768,장
14769,개
14770,큰술
14771,작은술
14772,작은술
14773,작은술
14774,작은술
14775,
14776,
14777,
14778,
14779,
14780,
14781,
14782,
14783,
14784,
14785,
14786,
14787,
14788,
14789,
14790,
14791,
14792,
14793,장
14794,통
14795,개
14796,개
14797,개
14798,개
14799,스푼
14800,스푼
14801,스푼
14802,스푼
14803,스푼
14804,스푼
14805,스푼
14806,스푼
14807,장
14808,봉지
14809,스푼
14810,약간
14811,장
14812,개
14813,개
14814,개
14815,개
14816,개
14817,약간
14818,
14819,약간
14820,
14821,
14822,
14823,줌
14824,
14825,공기
14826,약간
14827,약간
14828,개
14829,컵
14830,컵
14831,개
14832,줌
14833,큰술
14834,큰술
14835,작은술
14836,약간
14837,큰술
14838,큰술
14839,
14840,개
14841,줄
14842,개
14843,줄
14844,개
14845,큰술
14846,약간
14847,약간
14848,약간
14849,
14850,개
14851,개
14852,개
14853,알
14854,뿌리
14855,큰술
14856,큰술
14857,큰술
14858,큰술
14859,작은술
14860,작은술
14861,큰술
14862,개
14863,개
14864,개
14865,컵
14866,줌
14867,개
14868,개
14869,약간
14870,
14871,두줌
14872,
14873,반개
14874,반개
14875,
14876,큰술
14877,약간
14878,약간
14879,약간
14880,약간
14881,약간
14882,준비한유리병크기의절반
14883,레몬과동량
14884,약간
14885,약간
14886,개
14887,
14888,꼬집
14889,스푼
14890,한개
14891,한줌
14892,스푼
14893,스푼
14894,
14895,
14896,
14897,
14898,
14899,
14900,
14901,
14902,
14903,
14904,포기
14905,겹
14906,개
14907,개
14908,컵
14909,스푼
14910,스푼
14911,스푼
14912,스푼
14913,스푼
14914,공기
14915,
14916,대
14917,개
14918,큰술
14919,톨
14920,봉
14921,작은술
14922,작은술
14923,컵
14924,적당량
14925,약간
14926,있으면좋음
14927,약간
14928,집에있는만큼
14929,집에있는만큼
14930,없으면다른버섯
14931,약간
14932,장
14933,장
14934,마리
14935,개
14936,
14937,
14938,개
14939,장
14940,꼬집
14941,알
14942,
14943,공기
14944,봉지
14945,
14946,줌
14947,장
14948,개
14949,개
14950,개
